canonical_name           common_name         start      stop direction
rrnac0348      rrnAC0348          305878    307158       for
rrnac0349      rrnAC0349          307610    307218       rev
rrnac0350      rrnAC0350          307715    308083       for
rrnac0351      ubiA               308139    308990       for
rrnac0353      dnaJ3              309727    309071       rev
rrnac0354      rrnAC0354          309855    310400       for
rrnac0355      rrnAC0355          310476    311333       for
rrnac0356      htlD20             311586    313244       for
rrnac0357      dcuC               315385    313319       rev
rrnac0358      imp-1              316570    315425       rev
rrnac0359      rrnAC0359          318592    317237       rev
rrnac0361      hlx7               319210    318692       rev
rrnac0362      serA4              319427    320377       for
rrnac0363      rrnAC0363          320761    320384       rev
rrnac0365      asd                321890    320856       rev
rrnac0366      rrnAC0366          322393    321962       rev
rrnac0367      dbp                324673    322451       rev
rrnac0369      tnp                325367    324735       rev
rrnb0108       rrnB0108            90931     90065       rev
rrnac0317      htlC               282587    281754       rev
rrnac0318      rrnAC0318          283550    282672       rev
rrnac0320      ubiA               284427    283546       rev
rrnac0321      crtI2              285918    284434       rev
rrnac0322      pepQ               286026    287225       for
rrnac0323      rrnAC0323          287687    287893       for
rrnac0324      rrnAC0324          288057    287908       rev
rrnac0325      rrnAC0325          289043    288366       rev
rrnac0326      fofB               289165    289848       for
rrnac0327      rrnAC0327          290000    290275       for
rrnac0328      rrnAC0328          290714    290403       rev
rrnac0329      leuA2              291039    292070       for
rrnac0330      ilvB2              292419    294173       for
rrnac0331      ilvN               294179    294775       for
rrnac0332      ilvC               294771    295799       for
rrnac0333      rrnAC0333          295795    296061       for
rrnac0334      leuC               296061    297479       for
rrnac0335      rrnAC0335          295988    294696       rev
rrnac0336      leuD               297479    298120       for
rrnac0338      rrnAC0338          298298    299035       for
rrnac0339      htlD21             299134    299892       for
rrnac0340      ipmD               300286    301266       for
rrnac0341      deoR2              301358    302116       for
rrnb0107       rrnB0107            88301     89776       for
rrnac0292      pri1               259475    260650       for
rrnac0293      rrnAC0293          260650    261585       for
rrnac0294      rrnAC0294          261692    262120       for
rrnac0295      rrnAC0295          262684    261668       rev
rrnac0296      htrA1              263246    262164       rev
rrnac0297      rrnAC0297          263392    263652       for
rrnac0298      zntA3              263796    266372       for
rrnac0299      rrnAC0299          267571    266375       rev
rrnac0300      rrnAC0300          267825    268541       for
rrnac0301      rrnAC0301          269893    268544       rev
rrnac0302      ilvD               272252    270528       rev
rrnac0303      ghmP               272374    273336       for
rrnac0304      yqjM1              273387    274538       for
rrnac0305      rrnAC0305          275557    274550       rev
rrnac0306      rrnAC0306          275915    275667       rev
rrnac0307      purD1              277317    276010       rev
rrnac0309      rrnAC0309          277407    277766       for
rrnac0311      rrnAC0311          278674    277436       rev
rrnac0312      rrnAC0312          278940    279761       for
rrnac0313      rpoM               280084    279764       rev
rrnac0314      rrnAC0314          280752    280120       rev
rrnac0315      rrnAC0315          280361    281155       for
rrnac0316      rrnAC0316          281617    280748       rev
rrnb0106       ugpC2               87080     88216       for
rrnac0268      yrbE               240257    241399       for
rrnac0269      gbp1               241450    242628       for
rrnac0271      rrnAC0271          243594    242671       rev
rrnac0272      hisD               243806    245071       for
rrnac0273      phoD               245359    247581       for
rrnac0274      rrnAC0274          247647    248018       for
rrnac0275      ddeA               248222    248025       rev
rrnac0276      rrnAC0276          248929    248273       rev
rrnac0277      rrnAC0277          249546    248929       rev
rrnac0278      rrnAC0278          250521    249610       rev
rrnac0279      rrnAC0279          250999    250592       rev
rrnac0280      rrnAC0280          251527    251150       rev
rrnac0281      rrnAC0281          251929    251693       rev
rrnac0282      cpdB3              251996    253357       for
rrnac0283      rrnAC0283          253463    253368       rev
rrnac0284      rrnAC0284          253615    253836       for
rrnac0285      rrnAC0285          254870    253812       rev
rrnac0286      rrnAC0286          254948    255679       for
rrnac0287      rrnAC0287          255808    255999       for
rrnac0288      rrnAC0288          256237    256019       rev
rrnac0289      eif2BD1            257191    256343       rev
rrnac0290      rrnAC0290          257282    257710       for
rrnac0291      rrnAC0291          258835    257744       rev
rrnb0105       malFG-10            86110     87021       for
rrnac0245      trkA4              220698    221348       for
rrnac0246      folP3              222644    221490       rev
rrnac0247      rrnAC0247          222747    223949       for
rrnac0248      rrnAC0248          224157    225062       for
rrnac0249      pfk3               226078    225065       rev
rrnac0250      rrnAC0250          226109    227599       for
rrnac0251      yvrO-2             227599    228279       for
rrnac0252      abcS-2             228272    229402       for
rrnac0253      rrnAC0253          229914    229405       rev
rrnac0254      metE               231736    230666       rev
rrnac0255      rrnAC0255          232737    231742       rev
rrnac0256      hemK               233426    232803       rev
rrnac0257      ksgA               234285    233431       rev
rrnac0258      rrnAC0258          234938    234369       rev
rrnac0259      rpb4               235470    235117       rev
rrnac0260      rpl21E             235757    235470       rev
rrnac0261      eef1b              236170    235874       rev
rrnac0262      rrnAC0262          236319    236143       rev
rrnac0263      rrnAC0263          236991    236395       rev
rrnac0264      hbd-1              237860    236991       rev
rrnac0265      apl                238004    238969       for
rrnac0266      rrnAC0266          239065    239775       for
rrnac0267      imd1               240190    239813       rev
rrnb0104       malFG-9             85206     86105       for
rrnac0220      rrnAC0220          197697    197981       for
rrnac0221      rrnAC0221          198162    198341       for
rrnac0222      rrnAC0222          198861    198694       rev
rrnac0223      camH3              199701    198934       rev
rrnac0224      aglA1              201479    199785       rev
rrnac0225      rrnAC0225          202660    201581       rev
rrnac0226      iunH2              203750    202794       rev
rrnac0227      ocd3               204880    203870       rev
rrnac0228      rrnAC0228          205231    204962       rev
rrnac0229      nhaC1              206781    205231       rev
rrnac0230      arcR               207112    207861       for
rrnac0231      rrnAC0231          208716    207973       rev
rrnac0232      rrnAC0232          208837    209877       for
rrnac0233      ykfB2              209877    210953       for
rrnac0234      rrnAC0234          212118    211003       rev
rrnac0236      rrnAC0236          212293    213126       for
rrnac0237      otsA               214687    213155       rev
rrnac0238      rrnAC0238          214942    215631       for
rrnac0239      mer2               216759    215653       rev
rrnac0240      qacE               216861    217229       for
rrnac0241      hadL               217314    218018       for
rrnac0243      trkA7              219028    218378       rev
rrnac0244      cat                219240    220691       for
rrnb0103       rbsB-3              83847     85178       for
rrnac0196      argE               176487    175363       rev
rrnac0197      rrnAC0197          176469    177746       for
rrnac0198      odc                177791    176490       rev
rrnac0199      rrnAC0199          178463    177930       rev
rrnac0200      rrnAC0200          178803    178531       rev
rrnac0201      aldY2              180427    178904       rev
rrnac0202      rrnAC0202          180912    182030       for
rrnac0203      rrnAC0203          182679    182065       rev
rrnac0204      dapD               183703    182876       rev
rrnac0205      aglA2              183702    187133       for
rrnac0206      dapB               188266    187520       rev
rrnac0207      dapA1              189183    188266       rev
rrnac0208      rrnAC0208          190053    190547       for
rrnac0209      rrnAC0209          190616    190161       rev
rrnac0210      rrnAC0210          191470    191934       for
rrnac0211      rrnAC0211          192057    192539       for
rrnac0213      rrnAC0213          193268    192546       rev
rrnac0214      rrnAC0214          193640    194029       for
rrnac0215      pimT               194235    194753       for
rrnac0216      rrnAC0216          194820    195038       for
rrnac0217      rrnAC0217          195761    195408       rev
rrnac0218      rpoM               196352    196029       rev
rrnac0219      rrnAC0219          197563    196472       rev
rrnb0102       suhB2               82920     83714       for
rrnac0397      rrnAC0397          351517    350624       rev
rrnac0575      dgoA4              512029    510782       rev
rrnac0576      rrnAC0576          513603    512140       rev
rrnac0578      rrnAC0578          513938    514213       for
rrnac0579      rrnAC0579          514277    514555       for
rrnac0580      rrnAC0580          514219    513851       rev
rrnac0581      tnp                515746    514715       rev
rrnac0582      rrnAC0582          516080    515742       rev
rrnac0583      rrnAC0583          516373    516170       rev
rrnac0584      phrH1              516491    516805       for
rrnac0585      rrnAC0585          518313    518125       rev
rrnac0586      rrnAC0586          518594    518346       rev
rrnac0588      rrnAC0588          518960    518748       rev
rrnac0589      rrnAC0589          519857    519015       rev
rrnac0590      rrnAC0590          519848    520348       for
rrnac0591      rrnAC0591          521274    520438       rev
rrnac0592      rrnAC0592          521785    521279       rev
rrnac0593      rrnAC0593          521932    521810       rev
rrnac0594      rrnAC0594          522565    522353       rev
rrnac0595      rrnAC0595          523014    522565       rev
rrnac0596      rrnAC0596          523544    523005       rev
rrnac0597      rrnAC0597          524383    523544       rev
rrnac0598      rrnAC0598          524888    524388       rev
rrnb0118       rrnB0118           100009     99368       rev
rrnac0548      cdc6j              483554    482382       rev
rrnac0549      rrnAC0549          484705    483620       rev
rrnac0550      glpK               486241    484712       rev
rrnac0552      htr                488922    486373       rev
rrnac0554      gpdA               489273    491000       for
rrnac0555      gpdB               490993    492264       for
rrnac0556      gpdC               492264    493637       for
rrnac0557      rrnAC0557          494148    493687       rev
rrnac0558      rrnAC0558          494773    494222       rev
rrnac0559      xop2               495543    494848       rev
rrnac0561      usp14              496145    495696       rev
rrnac0562      pepC               498939    496246       rev
rrnac0564      rrnAC0564          499093    499794       for
rrnac0565      rrnAC0565          500214    500543       for
rrnac0566      livK-1             500927    502336       for
rrnac0567      livG-2             502342    503151       for
rrnac0568      livF-2             503415    503846       for
rrnac0569      livH-2             503846    504832       for
rrnac0570      livM-2             505017    506135       for
rrnac0571      rrnAC0571          506135    506281       for
rrnac0572      catD               506281    507132       for
rrnac0573      fadD1              507128    508768       for
rrnac0574      htlD18             508802    510694       for
rrnb0117       rrnB0117            99292     98336       rev
rrnac0524      rrnAC0524          460608    460877       for
rrnac0525      rrnAC0525          461613    463241       for
rrnac0526      rrnAC0526          463819    463244       rev
rrnac0527      rrnAC0527          464356    463907       rev
rrnac0528      cheC1              465103    464408       rev
rrnac0529      hisC2              465360    466439       for
rrnac0531      rrnAC0531          466817    466942       for
rrnac0532      pgsA               466942    467547       for
rrnac0533      rrnAC0533          467682    467023       rev
rrnac0534      tnp                467714    468838       for
rrnac0535      rrnAC0535          469022    469546       for
rrnac0536      hlx4               470156    469554       rev
rrnac0537      tpiA               470253    470897       for
rrnac0538      rrnAC0538          472865    470931       rev
rrnac0539      rrnAC0539          473013    473357       for
rrnac0540      dinB               474728    473370       rev
rrnac0541      rrnAC0541          474865    475425       for
rrnac0542      rrnAC0542          476529    475843       rev
rrnac0543      tyrS               477582    476545       rev
rrnac0544      tnp                477698    478330       for
rrnac0545      pfk1               478474    479430       for
rrnac0546      pykA               479492    481321       for
rrnac0547      glcK               481377    482345       for
rrnb0116       rrnB0116            97447     97902       for
rrnac0498      rrnAC0498          438071    438466       for
rrnac0500      zurM               439519    438548       rev
rrnac0501      zurA               440319    439519       rev
rrnac0502      ycdH               441407    440325       rev
rrnac0503      rrnAC0503          441562    442149       for
rrnac0504      copA4              442282    444900       for
rrnac0505      rrnAC0505          445220    446701       for
rrnac0506      phr2               448314    446743       rev
rrnac0508      hcp2               448437    449006       for
rrnac0509      rrnAC0509          449333    449034       rev
rrnac0510      hcp9               449936    450826       for
rrnac0511      hpcEa              451627    450857       rev
rrnac0512      tyrA               451791    452522       for
rrnac0513      rrnAC0513          452522    453994       for
rrnac0514      surE               454034    454840       for
rrnac0516      rrnAC0516          454851    455771       for
rrnac0517      alaS2              457036    455780       rev
rrnac0518      rrnAC0518          457258    457383       for
rrnac0519      rrnAC0519          457504    457668       for
rrnac0520      rrnAC0520          458423    458007       rev
rrnac0521      rrnAC0521          459277    458468       rev
rrnac0522      bcp-1              459792    459328       rev
rrnac0523      rrnAC0523          460097    459855       rev
rrnb0115       rrnB0115            95726     96151       for
rrnac0475      rrnAC0475          421478    422467       for
rrnac0476      rrnAC0476          422718    422951       for
rrnac0477      rrnAC0477          423045    424286       for
rrnac0478      rrnAC0478          424740    424312       rev
rrnac0479      trp5               424801    425700       for
rrnac0480      rrnAC0480          425704    427710       for
rrnac0481      rrnAC0481          427901    428791       for
rrnac0482      yajO               428838    429812       for
rrnac0483      rrnAC0483          429948    430238       for
rrnac0484      rrnAC0484          430749    430252       rev
rrnac0485      yqjF               430868    431569       for
rrnac0486      rrnAC0486          431936    432265       for
rrnac0487      htlD19             432350    433732       for
rrnac0488      araL1              433772    434563       for
rrnac0489      pip                434633    435220       for
rrnac0490      rrnAC0490          435313    434708       rev
rrnac0491      rrnAC0491          435424    435672       for
rrnac0492      rrnAC0492          435678    435845       for
rrnac0493      rrnAC0493          435866    435675       rev
rrnac0494      rrnAC0494          435950    436252       for
rrnac0495      rrnAC0495          436384    436530       for
rrnac0496      sirR               436614    437303       for
rrnac0497      rrnAC0497          437540    438007       for
rrnb0114       rrnB0114            95023     94745       rev
rrnac0448      udp2               395388    396209       for
rrnac0450      yjlD1              397646    396480       rev
rrnac0451      rrnAC0451          398324    397794       rev
rrnac0452      galE               398435    399349       for
rrnac0453      arg1               399416    400327       for
rrnac0454      rrnAC0454          400447    399494       rev
rrnac0455      gyrA               402994    400553       rev
rrnac0456      gyrB               404919    402994       rev
rrnac0457      top6B              405058    407445       for
rrnac0459      top6A              407450    408553       for
rrnac0460      pknA2              409866    408586       rev
rrnac0461      rrnAC0461          410491    410015       rev
rrnac0462      rrnAC0462          411328    410585       rev
rrnac0463      ligA               413056    411395       rev
rrnac0464      rrnAC0464          415542    413098       rev
rrnac0466      gspE4              417163    415547       rev
rrnac0468      rrnAC0468          417797    417300       rev
rrnac0469      rrnAC0469          417900    418322       for
rrnac0470      sir2               419112    418333       rev
rrnac0471      rrnAC0471          418384    419151       for
rrnac0472      sucC               419417    420562       for
rrnac0473      rrnAC0473          419413    419306       rev
rrnac0474      sucD               420562    421431       for
rrnb0113       gatA2               94501     92945       rev
rrnac0424      rrnAC0424          374416    373451       rev
rrnac0425      rrnAC0425          375338    374469       rev
rrnac0426      rrnAC0426          375357    376817       for
rrnac0427      rrnAC0427          376817    378256       for
rrnac0428      yidJ               378295    379647       for
rrnac0429      lpg3               380831    379641       rev
rrnac0430      exoM               381809    380838       rev
rrnac0431      tot                381867    384677       for
rrnac0432      rrnAC0432          384991    384815       rev
rrnac0433      rrnAC0433          385575    385123       rev
rrnac0434      act                386130    385690       rev
rrnac0435      rrnAC0435          386463    386191       rev
rrnac0436      traB               386636    388237       for
rrnac0437      rrnAC0437          388240    388911       for
rrnac0438      purM               388975    389982       for
rrnac0439      rrnAC0439          390192    390016       rev
rrnac0440      rrnAC0440          390821    390282       rev
rrnac0441      rrnAC0441          391263    390895       rev
rrnac0442      psmA3              391803    392522       for
rrnac0443      rrnAC0443          392728    393525       for
rrnac0444      manB2              393573    394937       for
rrnac0445      rrnAC0445          395039    393384       rev
rrnac0446      cdd                395005    395388       for
rrnb0112       rrnB0112            92642     92325       rev
rrnac0399      rrnAC0399          352654    351560       rev
rrnac0400      rrnAC0400          353660    352830       rev
rrnac0401      rrnAC0401          353669    353839       for
rrnac0402      usp15              353859    354305       for
rrnac0403      rrnAC0403          354819    354424       rev
rrnac0404      htr12              355053    356366       for
rrnac0405      rrnAC0405          356424    357467       for
rrnac0407      fbr3               357474    358352       for
rrnac0408      rrnAC0408          359118    358360       rev
rrnac0409      lemA               359699    359121       rev
rrnac0410      ark-4              359919    361847       for
rrnac0411      rre-1              361843    362286       for
rrnac0412      kinA6              362292    363362       for
rrnac0413      oye                363462    365018       for
rrnac0414      rrnAC0414          365072    365695       for
rrnac0415      rhoM               367353    365698       rev
rrnac0416      doxD4              367878    367462       rev
rrnac0417      rrnAC0417          368015    368362       for
rrnac0418      rrnAC0418          368412    368735       for
rrnac0419      gtl                369833    368790       rev
rrnac0420      TrmB2              370083    370922       for
rrnac0421      gtr-2              371527    370931       rev
rrnac0423      rrnAC0423          373402    372071       rev
rrnb0111       rrnB0111            91714     91418       rev
rrnac0599      rrnAC0599          525222    525130       rev
rrnac0768      rrnAC0768          664101    664388       for
rrnac0769      rrnAC0769          664481    664732       for
rrnac0770      acdB               665880    664735       rev
rrnac0771      paaH               666843    665989       rev
rrnac0772      fbp2               667112    667984       for
rrnac0773      rrnAC0773          670060    668009       rev
rrnac0774      rrnAC0774          670494    670676       for
rrnac0775      gdhA2              670875    672128       for
rrnac0776      rrnAC0776          672195    672677       for
rrnac0777      rrnAC0777          673242    673730       for
rrnac0778      rrnAC0778          674544    673753       rev
rrnac0779      acdE               674574    675485       for
rrnac0780      acdF               675489    675764       for
rrnac0781      usp30              676199    675786       rev
rrnac0783      rrnAC0783          677718    676258       rev
rrnac0784      doxD1              677863    678462       for
rrnac0785      rrnAC0785          678480    678773       for
rrnac0786      rrnAC0786          678968    679657       for
rrnac0788      pssA               679733    680416       for
rrnac0789      rrnAC0789          680545    682272       for
rrnac0790      est                683123    682350       rev
rrnac0791      rrnAC0791          683271    683513       for
rrnb0127       rrnB0127           103188    103601       for
rrnac0744      rrnAC0744          641645    640182       rev
rrnac0745      yyaI               642769    642332       rev
rrnac0746      rrnAC0746          642797    643078       for
rrnac0747      rrnAC0747          643199    644743       for
rrnac0748      guaB3              644770    643289       rev
rrnac0749      rrnAC0749          645184    646068       for
rrnac0750      rrnAC0750          646113    646337       for
rrnac0751      icfA1              646930    647628       for
rrnac0752      rrnAC0752          648000    647710       rev
rrnac0753      aroK               648932    648000       rev
rrnac0754      trkA1              649263    649943       for
rrnac0755      trkH3              649948    651639       for
rrnac0756      rrnAC0756          652022    651669       rev
rrnac0757      trkH2              653631    652099       rev
rrnac0758      usp17              653900    654352       for
rrnac0759      cat                654352    656613       for
rrnac0760      rrnAC0760          657051    656632       rev
rrnac0761      rrnAC0761          659274    657118       rev
rrnac0762      rrnAC0762          659956    659537       rev
rrnac0763      rrnAC0763          660028    660258       for
rrnac0764      csg3               660713    659976       rev
rrnac0766      rrnAC0766          663435    660760       rev
rrnac0767      rrnAC0767          664014    663730       rev
rrnb0125       rrnB0125           102665    102931       for
rrnac0721      phr1               623869    625260       for
rrnac0722      mop                625502    625296       rev
rrnac0723      rrnAC0723          626070    625591       rev
rrnac0724      rrnAC0724          626618    626073       rev
rrnac0725      rrnAC0725          627856    626690       rev
rrnac0726      rrnAC0726          627968    629200       for
rrnac0727      rrnAC0727          629258    629968       for
rrnac0728      rrnAC0728          630013    630471       for
rrnac0729      rrnAC0729          631199    630933       rev
rrnac0730      rrnAC0730          631509    631213       rev
rrnac0731      rrnAC0731          632385    631624       rev
rrnac0732      petB1              633193    632393       rev
rrnac0733      rrnAC0733          634063    633200       rev
rrnac0734      rrnAC0734          634484    634068       rev
rrnac0735      hcp8               635140    634487       rev
rrnac0736      rrnAC0736          636128    635208       rev
rrnac0737      rrnAC0737          636216    636695       for
rrnac0738      usp29              636786    637289       for
rrnac0739      nthA               637992    637312       rev
rrnac0740      hat1               638329    638625       for
rrnac0741      hat2               638684    639220       for
rrnac0742      top2               639679    639227       rev
rrnac0743      rrnAC0743          639877    640179       for
rrnb0124       rrnB0124           102616    102864       for
rrnac0697      rrnAC0697          603481    603777       for
rrnac0698      nusG               604549    604115       rev
rrnac0699      rrnAC0699          604106    604597       for
rrnac0700      secE               604733    604557       rev
rrnac0701      htr18              607336    604886       rev
rrnac0702      rrnAC0702          608571    607336       rev
rrnac0703      ftsZ1              609860    608703       rev
rrnac0704      rrnAC0704          611319    609967       rev
rrnac0706      nce1               612788    611322       rev
rrnac0707      aroE               612814    613608       for
rrnac0708      rrnAC0708          613662    614246       for
rrnac0709      trpE1              614320    615786       for
rrnac0710      trpD2              615786    616517       for
rrnac0711      ilvE2              616505    617374       for
rrnac0712      rrnAC0712          617371    616256       rev
rrnac0713      rrnAC0713          617461    617883       for
rrnac0714      rrnAC0714          617900    618064       for
rrnac0715      rrnAC0715          618229    617927       rev
rrnac0716      usp6               618346    619209       for
rrnac0717      rrnAC0717          619982    619287       rev
rrnac0718      porA               620125    621882       for
rrnac0719      porB               621882    622742       for
rrnac0720      ubiE3              622995    623786       for
rrnb0123       rrnB0123           102346    102612       for
rrnac0671      rrnAC0671          581809    581630       rev
rrnac0672      rrnAC0672          581845    583926       for
rrnac0673      rrnAC0673          584124    583996       rev
rrnac0674      htlD17             584532    585473       for
rrnac0675      rrnAC0675          585695    586636       for
rrnac0676      nfi                586636    587448       for
rrnac0677      yusZ4              587507    588328       for
rrnac0678      arsA2              589437    588352       rev
rrnac0680      Rad3a              592162    589712       rev
rrnac0681      tbpE               592863    592306       rev
rrnac0682      rrnAC0682          593507    593070       rev
rrnac0683      rrnAC0683          594795    593581       rev
rrnac0684      mamA1              594875    595327       for
rrnac0685      mamB               595333    596793       for
rrnac0687      mal                596708    598051       for
rrnac0688      rrnAC0688          597969    599120       for
rrnac0689      rrnAC0689          599141    597990       rev
rrnac0690      citE1              599120    600157       for
rrnac0691      aspC4              601294    600179       rev
rrnac0692      rrnAC0692          601476    601336       rev
rrnac0693      cinA               601555    602061       for
rrnac0695      rrnAC0695          602101    602604       for
rrnac0696      rrnAC0696          603503    602607       rev
rrnb0122       tnp                102004    101015       rev
rrnac0648      bdhA               561275    562141       for
rrnac0649      rrnAC0649          562090    561245       rev
rrnac0650      acs1               562289    564307       for
rrnac0651      rrnAC0651          565369    564314       rev
rrnac0652      rrnAC0652          565735    565625       rev
rrnac0653      cysH               567181    566207       rev
rrnac0654      rrnAC0654          567315    567929       for
rrnac0655      rrnAC0655          568670    568017       rev
rrnac0656      ferA3              569144    568815       rev
rrnac0657      rrnAC0657          569330    570745       for
rrnac0658      rrnAC0658          570989    571438       for
rrnac0659      ama                572718    571450       rev
rrnac0660      rps10p-2           573190    572777       rev
rrnac0661      apa                573202    573630       for
rrnac0662      rrnAC0662          574028    573660       rev
rrnac0663      rrnAC0663          575072    575308       for
rrnac0664      rrnAC0664          575814    575338       rev
rrnac0665      abcP-2             577102    575870       rev
rrnac0666      rrnAC0666          577683    577105       rev
rrnac0667      rrnAC0667          577925    578941       for
rrnac0668      rrnAC0668          579433    578972       rev
rrnac0669      polX               581162    579429       rev
rrnac0670      rrnAC0670          581161    581616       for
rrnb0121       rrnB0121           100840    100965       for
rrnac0624      rrnAC0624          542195    542100       rev
rrnac0625      rrnAC0625          543002    542709       rev
rrnac0626      msbA-1             543151    544956       for
rrnac0627      rrnAC0627          545492    544995       rev
rrnac0628      sun                546445    545492       rev
rrnac0629      rrnAC0629          546452    547222       for
rrnac0630      sppA               547225    548217       for
rrnac0631      rrnAC0631          548742    549380       for
rrnac0632      rrnAC0632          549419    550135       for
rrnac0633      rffH2              551174    550170       rev
rrnac0634      nudB               551220    551864       for
rrnac0635      gloA2              552276    551890       rev
rrnac0636      rrnAC0636          552320    553852       for
rrnac0637      mcmA1              554041    552362       rev
rrnac0638      ppiB2              554040    554642       for
rrnac0639      rrnAC0639          555252    554671       rev
rrnac0640      rrnAC0640          555360    556061       for
rrnac0641      livF-3             556827    556093       rev
rrnac0642      livG-3             557575    556823       rev
rrnac0643      rrnAC0643          556913    557608       for
rrnac0645      livM-3             558725    557580       rev
rrnac0646      livH-3             559669    558728       rev
rrnac0647      abcS-1             561028    559682       rev
rrnb0120       rrnB0120           100348    100641       for
rrnac0600      rrnAC0600          525409    525215       rev
rrnac0601      rrnAC0601          525921    525412       rev
rrnac0602      rrnAC0602          526184    525924       rev
rrnac0603      rrnAC0603          526924    526202       rev
rrnac0604      rrnAC0604          527460    526933       rev
rrnac0605      rrnAC0605          527949    527812       rev
rrnac0606      rrnAC0606          528686    527949       rev
rrnac0607      rrnAC0607          529212    528970       rev
rrnac0608      rrnAC0608          529781    529212       rev
rrnac0609      rrnAC0609          530346    529789       rev
rrnac0610      rrnAC0610          530954    530343       rev
rrnac0611      rrnAC0611          529713    531203       for
rrnac0612      rrnAC0612          531928    530954       rev
rrnac0613      rrnAC0613          532553    532389       rev
rrnac0614      rrnAC0614          533001    532549       rev
rrnac0615      rrnAC0615          533695    533144       rev
rrnac0616      pecE               535162    534035       rev
rrnac0617      rad25              535189    536598       for
rrnac0618      rrnAC0618          536315    536115       rev
rrnac0619      rrnAC0619          537048    538007       for
rrnac0620      rrnAC0620          538224    539651       for
rrnac0622      rrnAC0622          540955    539735       rev
rrnac0623      rrnAC0623          541908    540952       rev
rrnb0119       rrnB0119           100361    100260       rev
rrnac0792      cdc48b             683516    685786       for
rrnac0967      hypE               842881    841853       rev
rrnac0969      rrnAC0969          845080    842930       rev
rrnac0970      aor3               846151    845120       rev
rrnac0971      csg4               850486    846422       rev
rrnac0972      tnp                850638    851519       for
rrnac0973      rrnAC0973          851488    851589       for
rrnac0974      rrnAC0974          853498    851846       rev
rrnac0975      rrnAC0975          853606    853737       for
rrnac0976      htr8               854107    855996       for
rrnac0977      rrnAC0977          856492    856007       rev
rrnac0979      rrnAC0979          858713    856536       rev
rrnac0980      rrnAC0980          859041    858781       rev
rrnac0981      rrnAC0981          859298    859071       rev
rrnac0982      ssuE1              860431    859856       rev
rrnac0983      rrnAC0983          860710    860543       rev
rrnac0984      mamA2              861285    860842       rev
rrnac0985      rrnAC0985          861534    862070       for
rrnac0986      nce2               863154    862150       rev
rrnac0987      mutY               864137    863205       rev
rrnac0988      htlD14             866253    864265       rev
rrnac0989      rrnAC0989          866267    866590       for
rrnac0990      mgtC1              867873    866593       rev
rrnb0136       rrnB0136           107962    108447       for
rrnac0943      rrnAC0943          815674    815321       rev
rrnac0944      rrnAC0944          817127    815781       rev
rrnac0945      rrnAC0945          817761    817429       rev
rrnac0946      rrnAC0946          818347    817805       rev
rrnac0948      rrnAC0948          819125    820651       for
rrnac0949      rrnAC0949          820651    821574       for
rrnac0950      rrnAC0950          821577    822905       for
rrnac0951      rrnAC0951          822909    824333       for
rrnac0952      moxR1              824444    825646       for
rrnac0953      rrnAC0953          825701    826093       for
rrnac0954      hel                826166    828898       for
rrnac0955      rrnAC0955          830584    828905       rev
rrnac0956      rrnAC0956          831117    830584       rev
rrnac0957      rrnAC0957          831192    831515       for
rrnac0958      icfA2              832182    831547       rev
rrnac0959      yprA3              835026    832279       rev
rrnac0960      dapA2              835123    835995       for
rrnac0961      rrnAC0961          836069    836890       for
rrnac0962      pcm3               837530    836919       rev
rrnac0963      rrnAC0963          837814    838563       for
rrnac0964      kinA7              839720    838566       rev
rrnac0965      pelA               840906    839842       rev
rrnac0966      rrnAC0966          841711    840995       rev
rrnb0134       rrnB0134           107457    107951       for
rrnac0918      gfo4               793984    792911       rev
rrnac0919      rrnAC0919          794213    794013       rev
rrnac0920      msmX-2             795411    794218       rev
rrnac0921      malFG-4            796417    795419       rev
rrnac0922      malFG-5            797399    796422       rev
rrnac0923      rbsB-2             799007    797481       rev
rrnac0924      rrnAC0924          800316    799243       rev
rrnac0925      yajO2              801411    800380       rev
rrnac0926      rrnAC0926          801426    802298       for
rrnac0927      pyrE2              802638    803273       for
rrnac0928      rrnAC0928          803392    803586       for
rrnac0929      acaB4              803743    804906       for
rrnac0930      rrnAC0930          804906    805289       for
rrnac0931      rrnAC0931          806237    805299       rev
rrnac0933      argK               807403    806348       rev
rrnac0934      mcmA3              807870    807403       rev
rrnac0935      gtr-8              808413    808769       for
rrnac0936      rrnAC0936          808775    809158       for
rrnac0937      ybaN               809154    810008       for
rrnac0938      rrnAC0938          810344    811027       for
rrnac0939      dpm6               812846    811062       rev
rrnac0940      rrnAC0940          813575    812892       rev
rrnac0942      htr                815126    813714       rev
rrnb0133       rrnB0133           105231    107318       for
rrnac0892      rrnAC0892          769368    769949       for
rrnac0893      rrnAC0893          770031    770507       for
rrnac0894      cpdB2              770600    772168       for
rrnac0895      rrnAC0895          772552    772175       rev
rrnac0896      acaB3              773841    772552       rev
rrnac0897      rrnAC0897          774592    773768       rev
rrnac0898      rrnAC0898          774257    775396       for
rrnac0899      rrnAC0899          775977    774814       rev
rrnac0900      rrnAC0900          776121    776303       for
rrnac0901      rrnAC0901          776614    776306       rev
rrnac0903      accA               778199    776619       rev
rrnac0904      fabG1              778944    778204       rev
rrnac0905      rrnAC0905          779163    780323       for
rrnac0906      ibp                780364    781566       for
rrnac0907      sfuB               781571    783190       for
rrnac0908      potA4              783193    784320       for
rrnac0910      rrnAC0910          784320    786323       for
