canonical_name	common_name	start	stop direction
VNG1713G	rpl19e	1268282	1268728	For
VNG1715G	rps5p	1269286	1269921	For
VNG1718G	rpl15p	1270394	1270852	For
VNG0095G	gapB	81452	82456	For
VNG0415G	purB	323468	324952	For
VNG0438G	ferA3	339490	339816	For
VNG0593G	dmd	452465	453466	For
VNG0640G	nolD	489042	489500	For
VNG1068G	tot	815317	818577	For
VNG1406G	rhl	1044580	1045551	For
VNG1689G	rpl13p	1259033	1260037	For
VNG2063G	aca	1516948	1518177	For
VNG2076G	rpl40e	1526849	1526989	For
VNG2106G	sdh	1547630	1548583	For
VNG2147G	hmp	1580346	1580999	For
VNG2320G	hdrD	1728729	1730759	For
VNG1140G	rpoN	863886	864083	For
VNG1701G	rpl14p	1264495	1264890	For
VNG0001H	VNG0001H	248	1450	For
VNG0005H	VNG0005H	3322	5640	For
VNG0017H	VNG0017H	14484	14777	For
VNG0019H	VNG0019H	15310	15405	For
VNG0021H	VNG0021H	16342	17703	For
VNG0022H	VNG0022H	18357	18899	For
VNG0023H	VNG0023H	18895	19527	For
VNG0030H	VNG0030H	26201	26593	For
VNG0031H	VNG0031H	26648	29005	For
VNG0032H	VNG0032H	29046	29426	For
VNG0037H	VNG0037H	31838	32083	For
VNG0043H	VNG0043H	36321	36710	For
VNG0044H	VNG0044H	36715	37968	For
VNG0049H	VNG0049H	41880	42656	For
VNG0053H	VNG0053H	48767	49219	For
VNG0055H	VNG0055H	49985	50248	For
VNG0057H	VNG0057H	53192	54364	For
VNG0059H	VNG0059H	56287	57558	For
VNG0066H	VNG0066H	64976	65203	For
VNG0068H	VNG0068H	65671	65829	For
VNG0070H	VNG0070H	66241	66531	For
VNG0077H	VNG0077H	69967	70746	For
VNG0080H	VNG0080H	71317	71745	For
VNG0113H	VNG0113H	97444	98118	For
VNG0121H	VNG0121H	103514	104002	For
VNG0130H	VNG0130H	109649	109828	For
VNG0138H	VNG0138H	115898	116146	For
VNG0140H	VNG0140H	116881	117090	For
VNG0144H	VNG0144H	118615	119049	For
VNG0146H	VNG0146H	119518	119751	For
VNG0167H	VNG0167H	143339	143494	For
VNG0184H	VNG0184H	158525	159289	For
VNG0188H	VNG0188H	161207	162583	For
VNG0207H	VNG0207H	175115	175468	For
VNG0209H	VNG0209H	175913	176944	For
VNG0212H	VNG0212H	177587	178351	For
VNG0213H	VNG0213H	178317	179318	For
VNG0217H	VNG0217H	184345	184962	For
VNG0219H	VNG0219H	187174	187728	For
VNG0220H	VNG0220H	187731	188300	For
VNG0238H	VNG0238H	197630	197845	For
VNG0244H	VNG0244H	200377	200988	For
VNG0264H	VNG0264H	213067	214422	For
VNG0266H	VNG0266H	215499	216065	For
VNG0267H	VNG0267H	216068	216958	For
VNG0287H	VNG0287H	230608	230880	For
VNG0296H	VNG0296H	233894	234808	For
VNG0319H	VNG0319H	251021	251260	For
VNG0331H	VNG0331H	262683	263069	For
VNG0339H	VNG0339H	267340	268038	For
VNG0352H	VNG0352H	279446	279661	For
VNG0357H	VNG0357H	282398	282823	For
VNG0367H	VNG0367H	288101	288442	For
VNG0373H	VNG0373H	291616	291981	For
VNG0404H	VNG0404H	311391	311918	For
VNG0417H	VNG0417H	325020	325658	For
VNG0429H	VNG0429H	332196	332678	For
VNG0441H	VNG0441H	341012	341644	For
VNG0508H	VNG0508H	393802	393996	For
VNG0511H	VNG0511H	395657	395884	For
VNG0516H	VNG0516H	399808	400056	For
VNG0533H	VNG0533H	410415	411125	For
VNG0544H	VNG0544H	421208	421612	For
VNG0590H	VNG0590H	450472	450957	For
VNG0594H	VNG0594H	454135	454458	For
VNG0596H	VNG0596H	455876	456028	For
VNG0604H	VNG0604H	460447	460725	For
VNG0611H	VNG0611H	464523	465500	For
VNG0652H	VNG0652H	498002	498148	For
VNG0669H	VNG0669H	509553	510299	For
VNG0688H	VNG0688H	522644	523453	For
VNG0702H	VNG0702H	531405	531608	For
VNG0708H	VNG0708H	534840	535385	For
VNG0717H	VNG0717H	541134	541457	For
VNG0724H	VNG0724H	545760	546017	For
VNG0725H	VNG0725H	546070	546975	For
VNG0729H	VNG0729H	549641	550255	For
VNG0731H	VNG0731H	551252	551719	For
VNG0733H	VNG0733H	552804	553370	For
VNG0737H	VNG0737H	557749	557970	For
VNG0741H	VNG0741H	558704	559003	For
VNG0743H	VNG0743H	559752	560258	For
VNG0759H	VNG0759H	574437	575159	For
VNG0767H	VNG0767H	579298	579474	For
VNG0769H	VNG0769H	579788	580195	For
VNG0772H	VNG0772H	582075	582335	For
VNG0780H	VNG0780H	586952	587125	For
VNG0798H	VNG0798H	600156	601421	For
VNG0800H	VNG0800H	602186	602779	For
VNG0810H	VNG0810H	608215	608892	For
VNG0828H	VNG0828H	627213	627449	For
VNG0836H	VNG0836H	635667	636044	For
VNG0837H	VNG0837H	636909	637196	For
VNG0861H	VNG0861H	651537	651833	For
VNG0883H	VNG0883H	667700	668491	For
VNG0892H	VNG0892H	678467	678619	For
VNG0907H	VNG0907H	687546	687689	For
VNG0909H	VNG0909H	689345	689863	For
VNG0911H	VNG0911H	689936	690205	For
VNG0913H	VNG0913H	690192	691640	For
VNG0926H	VNG0926H	705811	705987	For
VNG0979H	VNG0979H	744606	745508	For
VNG0985H	VNG0985H	749392	751395	For
VNG0986H	VNG0986H	752276	752800	For
VNG0987H	VNG0987H	753131	753544	For
VNG0988H	VNG0988H	754149	754388	For
VNG0990H	VNG0990H	756010	756180	For
VNG0993H	VNG0993H	758465	759274	For
VNG0995H	VNG0995H	760365	760550	For
VNG1000H	VNG1000H	766603	766809	For
VNG1002H	VNG1002H	768965	769879	For
VNG1025H	VNG1025H	785117	785959	For
VNG1026H	VNG1026H	785972	786523	For
VNG1034H	VNG1034H	790091	790528	For
VNG1039H	VNG1039H	794483	795022	For
VNG1042H	VNG1042H	795777	796226	For
VNG1046H	VNG1046H	796466	796756	For
VNG1052H	VNG1052H	798683	799366	For
VNG1058H	VNG1058H	805308	806423	For
VNG1060H	VNG1060H	807925	808707	For
VNG1085H	VNG1085H	831377	831592	For
VNG1090H	VNG1090H	835854	836054	For
VNG1094H	VNG1094H	838735	839916	For
VNG1112H	VNG1112H	849289	849696	For
VNG1115H	VNG1115H	850650	851021	For
VNG1151H	VNG1151H	871623	871841	For
VNG1200H	VNG1200H	902216	902419	For
VNG1214H	VNG1214H	914979	916106	For
VNG1226H	VNG1226H	922865	923062	For
VNG1229H	VNG1229H	923886	924089	For
VNG1246H	VNG1246H	937348	937773	For
VNG1268H	VNG1268H	952374	953264	For
VNG1271H	VNG1271H	954746	955252	For
VNG1300H	VNG1300H	971265	971504	For
VNG1302H	VNG1302H	972633	972980	For
VNG1315H	VNG1315H	983324	983815	For
VNG1318H	VNG1318H	984228	984566	For
VNG1330H	VNG1330H	993093	993566	For
VNG1345H	VNG1345H	1004042	1004608	For
VNG1362H	VNG1362H	1015011	1015409	For
VNG1380H	VNG1380H	1028559	1029206	For
VNG1381H	VNG1381H	1029784	1030254	For
VNG1390H	VNG1390H	1036408	1036716	For
VNG1420H	VNG1420H	1058589	1059041	For
VNG1422H	VNG1422H	1059075	1059983	For
VNG1423H	VNG1423H	1060045	1060188	For
VNG1426H	VNG1426H	1060839	1061114	For
VNG1438H	VNG1438H	1068124	1068372	For
VNG1453H	VNG1453H	1076841	1077317	For
VNG1466H	VNG1466H	1088744	1088875	For
VNG1468H	VNG1468H	1089962	1090228	For
VNG1479H	VNG1479H	1101172	1101348	For
VNG1484H	VNG1484H	1104331	1105596	For
VNG1486H	VNG1486H	1105679	1105837	For
VNG1518H	VNG1518H	1127342	1127779	For
VNG1526H	trp7	1134520	1135860	For
VNG1530H	VNG1530H	1139055	1139309	For
VNG1533H	VNG1533H	1141390	1143531	For
VNG1538H	VNG1538H	1146674	1147516	For
VNG1559H	VNG1559H	1162079	1162774	For
VNG1564H	VNG1564H	1164343	1165563	For
VNG1578H	VNG1578H	1179145	1180068	For
VNG1580H	VNG1580H	1180212	1180808	For
VNG1587H	VNG1587H	1184767	1185756	For
VNG1591H	VNG1591H	1189961	1190131	For
VNG1613H	VNG1613H	1201805	1202611	For
VNG1617H	VNG1617H	1205478	1205963	For
VNG1638H	VNG1638H	1218759	1219886	For
VNG1641H	VNG1641H	1220349	1220972	For
VNG1645H	VNG1645H	1224647	1224829	For
VNG1653H	VNG1653H	1231161	1232432	For
VNG1656H	VNG1656H	1235959	1236399	For
VNG1664H	VNG1664H	1240710	1240898	For
VNG1675H	VNG1675H	1247384	1247890	For
VNG1678H	VNG1678H	1250266	1250631	For
VNG1720H	VNG1720H	1272410	1273570	For
VNG1737H	VNG1737H	1284679	1285647	For
VNG1783H	VNG1783H	1321352	1321561	For
VNG1787H	VNG1787H	1323330	1324295	For
VNG1790H	VNG1790H	1325295	1325651	For
VNG1796H	VNG1796H	1332167	1332481	For
VNG1806H	VNG1806H	1336842	1337072	For
VNG1809H	VNG1809H	1337618	1338163	For
VNG1826H	VNG1826H	1348491	1348715	For
VNG1838H	VNG1838H	1358783	1358938	For
VNG1865H	VNG1865H	1378010	1378207	For
VNG1891H	VNG1891H	1398710	1399945	For
VNG1910H	VNG1910H	1413751	1414014	For
VNG1920H	VNG1920H	1419466	1419939	For
VNG1925H	VNG1925H	1421025	1421189	For
VNG1927H	VNG1927H	1422323	1422646	For
VNG1934H	VNG1934H	1425565	1426356	For
VNG1940H	VNG1940H	1430826	1431068	For
VNG1948H	VNG1948H	1434889	1435800	For
VNG1956H	VNG1956H	1443507	1444001	For
VNG1963H	VNG1963H	1448212	1448778	For
VNG1974H	VNG1974H	1458039	1458557	For
VNG1976H	VNG1976H	1458716	1458946	For
VNG1977H	VNG1977H	1459030	1459938	For
VNG1978H	VNG1978H	1459955	1460371	For
VNG1993H	VNG1993H	1472892	1473938	For
VNG2002H	VNG2002H	1480897	1482219	For
VNG2024H	VNG2024H	1496425	1496688	For
VNG2027H	VNG2027H	1497707	1497949	For
VNG2028H	VNG2028H	1498297	1498659	For
VNG2039H	VNG2039H	1504536	1505330	For
VNG2042H	VNG2042H	1505691	1505885	For
VNG2059H	VNG2059H	1512177	1512980	For
VNG2067H	VNG2067H	1519017	1519484	For
VNG2081H	VNG2081H	1528776	1528958	For
VNG2089H	VNG2089H	1535505	1535942	For
VNG2091H	VNG2091H	1536131	1536766	For
VNG2101H	VNG2101H	1544296	1544727	For
VNG2149H	VNG2149H	1582844	1584004	For
VNG2170H	VNG2170H	1603520	1603984	For
VNG2175H	VNG2175H	1608193	1609464	For
VNG2179H	VNG2179H	1611475	1611981	For
VNG2183H	VNG2183H	1616853	1617647	For
VNG2185H	VNG2185H	1618682	1619209	For
VNG2189H	VNG2189H	1620746	1620973	For
VNG2197H	VNG2197H	1628164	1628352	For
VNG2202H	VNG2202H	1631923	1632240	For
VNG2205H	VNG2205H	1634861	1635310	For
VNG2236H	VNG2236H	1663560	1663691	For
VNG2241H	VNG2241H	1668976	1669323	For
VNG2246H	VNG2246H	1671383	1671769	For
VNG2248H	VNG2248H	1672712	1673284	For
VNG2262H	VNG2262H	1682974	1683390	For
VNG2306H	VNG2306H	1718884	1719564	For
VNG2310H	VNG2310H	1722306	1722593	For
VNG2323H	VNG2323H	1732811	1733470	For
VNG2324H	VNG2324H	1733850	1734218	For
VNG2335H	VNG2335H	1744977	1745759	For
VNG2340H	VNG2340H	1750823	1751611	For
VNG2353H	VNG2353H	1762507	1762833	For
VNG2376H	VNG2376H	1781166	1781558	For
VNG2385H	VNG2385H	1789808	1789981	For
VNG2387H	VNG2387H	1790325	1791008	For
VNG2400H	VNG2400H	1801477	1802085	For
VNG2414H	VNG2414H	1809646	1810134	For
VNG2440H	VNG2440H	1831119	1831304	For
VNG2442H	VNG2442H	1833667	1833807	For
VNG2446H	VNG2446H	1835869	1836024	For
VNG2451H	VNG2451H	1838406	1838510	For
VNG2461H	VNG2461H	1843458	1843883	For
VNG2490H	VNG2490H	1862700	1863446	For
VNG2497H	VNG2497H	1865502	1865993	For
VNG2509H	VNG2509H	1881134	1881787	For
VNG2521H	VNG2521H	1889712	1890152	For
VNG2524H	VNG2524H	1891191	1891808	For
VNG2535H	VNG2535H	1902361	1902798	For
VNG2539H	VNG2539H	1903499	1905025	For
VNG2566H	VNG2566H	1924311	1926425	For
VNG2569H	VNG2569H	1927515	1928054	For
VNG2582H	VNG2582H	1935261	1935620	For
VNG2585H	VNG2585H	1936134	1936331	For
VNG2593H	VNG2593H	1940155	1940472	For
VNG2614H	VNG2614H	1954955	1955224	For
VNG2619H	VNG2619H	1960353	1960532	For
VNG2622H	VNG2622H	1962562	1963566	For
VNG2626H	VNG2626H	1965732	1965821	For
VNG2637H	VNG2637H	1974232	1975146	For
VNG2642H	VNG2642H	1979205	1980143	For
VNG2643H	VNG2643H	1980191	1980580	For
VNG2645H	VNG2645H	1982514	1982786	For
VNG2656H	VNG2656H	1992072	1992833	For
VNG2677H	VNG2677H	2007840	2009696	For
VNG0018H	VNG0018H	14868	15128	For
VNG0038H	VNG0038H	32101	32352	For
VNG0067H	VNG0067H	65203	65469	For
VNG0069H	VNG0069H	66054	66248	For
VNG0075H	VNG0075H	68290	68511	For
VNG0139H	VNG0139H	116234	116755	For
VNG0208H	VNG0208H	175471	175917	For
VNG0256H	VNG0256H	210031	210579	For
VNG0261H	VNG0261H	211694	211849	For
VNG0272H	VNG0272H	220482	220946	For
VNG0383H	VNG0383H	297162	297527	For
VNG0509H	VNG0509H	394049	394183	For
VNG0578H	VNG0578H	444728	445165	For
VNG0597H	VNG0597H	456082	456480	For
VNG0601H	VNG0601H	459075	459314	For
VNG0703H	VNG0703H	531750	532031	For
VNG0768H	VNG0768H	579518	579739	For
VNG0863H	VNG0863H	651889	652023	For
VNG0945H	VNG0945H	720747	721025	For
VNG1003H	VNG1003H	769965	770186	For
VNG1006H	VNG1006H	770827	771543	For
VNG1012H	VNG1012H	775533	775802	For
VNG1119H	VNG1119H	853114	853362	For
VNG1182H	VNG1182H	890603	891088	For
VNG1261H	VNG1261H	949891	950070	For
VNG1314H	VNG1314H	983197	983415	For
VNG1326H	VNG1326H	991743	992108	For
VNG1382H	VNG1382H	1030300	1030731	For
VNG1384H	VNG1384H	1033228	1033416	For
VNG1427H	VNG1427H	1061121	1061360	For
VNG1487H	VNG1487H	1105936	1106391	For
VNG1490H	VNG1490H	1107155	1107556	For
VNG1558H	VNG1558H	1161834	1162079	For
VNG1562H	VNG1562H	1163994	1164362	For
VNG1672H	VNG1672H	1245887	1246267	For
VNG1758H	VNG1758H	1296996	1297280	For
VNG1807H	VNG1807H	1337141	1337557	For
VNG1906H	VNG1906H	1412058	1412612	For
VNG1907H	VNG1907H	1412832	1413272	For
VNG1916H	VNG1916H	1416890	1417228	For
VNG1917H	VNG1917H	1417462	1417812	For
VNG2035H	VNG2035H	1501863	1502096	For
VNG2163H	VNG2163H	1595672	1596073	For
VNG2165H	VNG2165H	1596897	1597649	For
VNG2182H	VNG2182H	1616518	1616853	For
VNG2199H	VNG2199H	1628491	1629177	For
VNG2244H	VNG2244H	1670977	1671339	For
VNG2253H	VNG2253H	1676537	1676737	For
VNG2299H	VNG2299H	1714614	1714820	For
VNG2311H	VNG2311H	1722596	1723108	For
VNG2328H	VNG2328H	1735647	1736162	For
VNG2399H	VNG2399H	1800999	1801427	For
VNG2415H	VNG2415H	1810134	1810403	For
VNG2498H	VNG2498H	1866003	1866380	For
VNG2510H	VNG2510H	1881839	1882033	For
VNG2515H	VNG2515H	1886025	1886282	For
VNG2532H	VNG2532H	1899063	1899419	For
VNG2576H	VNG2576H	1933026	1933382	For
VNG2581H	VNG2581H	1935013	1935204	For
VNG1957G	tgtA2	1445883	1444129	Rev
VNG1959G	tgtA1	1447422	1445950	Rev
VNG1247G	ybhF	938593	937937	Rev
VNG1665G	radA2	1241619	1240912	Rev
VNG1170G	rpl21e	882802	882506	Rev
VNG0040C	VNG0040C	33628	33185	Rev
VNG0102C	VNG0102C	85583	84930	Rev
VNG0127C	VNG0127C	107562	107236	Rev
VNG0132C	VNG0132C	110448	109837	Rev
VNG0142C	VNG0142C	118271	117870	Rev
VNG0151C	VNG0151C	123839	123561	Rev
VNG0463C	VNG0463C	357508	356894	Rev
VNG0548C	VNG0548C	422844	422665	Rev
VNG0778C	VNG0778C	585127	584645	Rev
VNG0801C	VNG0801C	603327	603040	Rev
VNG0821C	VNG0821C	621240	620590	Rev
VNG1029C	VNG1029C	787760	787224	Rev
VNG1031C	VNG1031C	788908	788402	Rev
VNG1110C	VNG1110C	848072	847869	Rev
VNG1169C	VNG1169C	882503	882147	Rev
VNG1179C	VNG1179C	889327	888620	Rev
VNG1202C	VNG1202C	903774	903079	Rev
VNG1244C	VNG1244C	936409	936146	Rev
VNG1324C	VNG1324C	990395	989964	Rev
VNG1325C	VNG1325C	991744	990947	Rev
VNG1389C	VNG1389C	1036099	1035290	Rev
VNG1944C	VNG1944C	1433767	1433516	Rev
VNG1980C	VNG1980C	1461883	1461296	Rev
VNG1995C	VNG1995C	1474643	1474407	Rev
VNG2049C	VNG2049C	1509033	1508938	Rev
VNG2117C	VNG2117C	1556149	1555433	Rev
VNG2119C	VNG2119C	1557455	1556814	Rev
VNG2285C	VNG2285C	1703100	1702447	Rev
VNG2408C	VNG2408C	1805693	1805373	Rev
VNG2432C	VNG2432C	1827050	1826739	Rev
VNG2567C	VNG2567C	1927356	1926898	Rev
VNG2597C	VNG2597C	1942740	1942285	Rev
VNG0041C	VNG0041C	33915	33613	Rev
VNG0091C	VNG0091C	79597	78686	Rev
VNG0094C	VNG0094C	80327	79665	Rev
VNG0096C	VNG0096C	81328	80390	Rev
VNG0147C	VNG0147C	120226	119762	Rev
VNG0153C	VNG0153C	126100	125015	Rev
VNG0170C	VNG0170C	144719	144357	Rev
VNG0179C	VNG0179C	155596	154697	Rev
VNG0197C	VNG0197C	169212	168187	Rev
VNG0200C	VNG0200C	171424	170750	Rev
VNG0203C	VNG0203C	173506	172646	Rev
VNG0215C	VNG0215C	183489	180919	Rev
VNG0240C	VNG0240C	198598	197879	Rev
VNG0243C	VNG0243C	200378	198654	Rev
VNG0248C	VNG0248C	203273	202512	Rev
VNG0250C	VNG0250C	206539	205793	Rev
VNG0251C	VNG0251C	207418	206582	Rev
VNG0252C	VNG0252C	208232	207477	Rev
VNG0283C	VNG0283C	226024	225593	Rev
VNG0300C	VNG0300C	237037	236321	Rev
VNG0301C	VNG0301C	237666	237136	Rev
VNG0306C	VNG0306C	240528	240010	Rev
VNG0332C	VNG0332C	263978	263076	Rev
VNG0340C	VNG0340C	268906	268049	Rev
VNG0360C	VNG0360C	284243	283767	Rev
VNG0378C	VNG0378C	295060	293891	Rev
VNG0391C	VNG0391C	302999	302280	Rev
VNG0393C	VNG0393C	304194	303049	Rev
VNG0394C	VNG0394C	305170	304271	Rev
VNG0409C	VNG0409C	318105	316312	Rev
VNG0440C	VNG0440C	340952	339825	Rev
VNG0466C	VNG0466C	359239	358391	Rev
VNG0478C	VNG0478C	369825	369412	Rev
VNG0483C	VNG0483C	374761	373580	Rev
VNG0498C	VNG0498C	385005	384502	Rev
VNG0507C	VNG0507C	393733	392864	Rev
VNG0535C	VNG0535C	412317	412030	Rev
VNG0537C	VNG0537C	416253	413542	Rev
VNG0539C	VNG0539C	416737	416249	Rev
VNG0555C	VNG0555C	428312	425793	Rev
VNG0560C	VNG0560C	433443	431662	Rev
VNG0562C	VNG0562C	434909	433443	Rev
VNG0565C	VNG0565C	436886	436533	Rev
VNG0568C	VNG0568C	438379	438200	Rev
VNG0573C	VNG0573C	442211	441522	Rev
VNG0582C	VNG0582C	446661	445900	Rev
VNG0586C	VNG0586C	449389	448703	Rev
VNG0591C	VNG0591C	451601	450960	Rev
VNG0602C	VNG0602C	459794	459336	Rev
VNG0608C	VNG0608C	462160	461750	Rev
VNG0609C	VNG0609C	462840	462196	Rev
VNG0615C	VNG0615C	471549	469915	Rev
VNG0654C	VNG0654C	500732	499992	Rev
VNG0676C	VNG0676C	514277	513897	Rev
VNG0704C	VNG0704C	532409	532041	Rev
VNG0705C	VNG0705C	534006	532498	Rev
VNG0718C	VNG0718C	542150	541476	Rev
VNG0726C	VNG0726C	547578	546991	Rev
VNG0740C	VNG0740C	558617	557988	Rev
VNG0746C	VNG0746C	563569	562244	Rev
VNG0754C	VNG0754C	572417	571617	Rev
VNG0814C	VNG0814C	613859	613230	Rev
VNG0822C	VNG0822C	622844	621240	Rev
VNG0845C	VNG0845C	640481	639675	Rev
VNG0849C	VNG0849C	644420	643074	Rev
VNG0851C	VNG0851C	645466	644510	Rev
VNG0853C	VNG0853C	646483	646088	Rev
VNG0858C	VNG0858C	650081	648288	Rev
VNG0879C	VNG0879C	664013	663651	Rev
VNG0903C	VNG0903C	685362	684316	Rev
VNG0927C	VNG0927C	706747	706031	Rev
VNG0936C	VNG0936C	714095	713286	Rev
VNG0953C	VNG0953C	727359	726925	Rev
VNG0983C	VNG0983C	748605	747154	Rev
VNG0989C	VNG0989C	755481	754462	Rev
VNG1035C	VNG1035C	792188	790602	Rev
VNG1057C	VNG1057C	805084	803729	Rev
VNG1059C	VNG1059C	807695	806502	Rev
VNG1088C	VNG1088C	834178	833975	Rev
VNG1092C	VNG1092C	837766	836669	Rev
VNG1093C	VNG1093C	838644	837769	Rev
VNG1164C	VNG1164C	880452	879553	Rev
VNG1168C	VNG1168C	882102	881512	Rev
VNG1193C	VNG1193C	899398	898157	Rev
VNG1198C	VNG1198C	902079	900706	Rev
VNG1207C	VNG1207C	907659	907030	Rev
VNG1218C	VNG1218C	918887	918174	Rev
VNG1228C	VNG1228C	923711	923082	Rev
VNG1234C	VNG1234C	929535	928168	Rev
VNG1245C	VNG1245C	937260	936409	Rev
VNG1249C	VNG1249C	939666	938599	Rev
VNG1253C	VNG1253C	945883	944489	Rev
VNG1255C	VNG1255C	947262	945883	Rev
VNG1264C	VNG1264C	951319	950939	Rev
VNG1276C	VNG1276C	959457	958735	Rev
VNG1280C	VNG1280C	960611	960012	Rev
VNG1287C	VNG1287C	965257	964838	Rev
VNG1303C	VNG1303C	975201	972976	Rev
VNG1336C	VNG1336C	996206	995754	Rev
VNG1340C	VNG1340C	1000228	999326	Rev
VNG1343C	VNG1343C	1002701	1002027	Rev
VNG1349C	VNG1349C	1005605	1005336	Rev
VNG1350C	VNG1350C	1006789	1005851	Rev
VNG1357C	VNG1357C	1013259	1013014	Rev
VNG1365C	VNG1365C	1017439	1016486	Rev
VNG1397C	VNG1397C	1040405	1039326	Rev
VNG1398C	VNG1398C	1040909	1040469	Rev
VNG1401C	VNG1401C	1041948	1041505	Rev
VNG1405C	VNG1405C	1042907	1042536	Rev
VNG1454C	VNG1454C	1078823	1077324	Rev
VNG1480C	VNG1480C	1101738	1101358	Rev
VNG1483C	VNG1483C	1104244	1103744	Rev
VNG1508C	VNG1508C	1121874	1119766	Rev
VNG1510C	VNG1510C	1123601	1121955	Rev
VNG1511C	VNG1511C	1125703	1123652	Rev
VNG1524C	VNG1524C	1132820	1131447	Rev
VNG1525C	VNG1525C	1134599	1132956	Rev
VNG1536C	VNG1536C	1145290	1144850	Rev
VNG1537C	VNG1537C	1146571	1145345	Rev
VNG1548C	VNG1548C	1156764	1155955	Rev
VNG1595C	VNG1595C	1191887	1190961	Rev
VNG1609C	VNG1609C	1198930	1198226	Rev
VNG1658C	VNG1658C	1236835	1236407	Rev
VNG1681C	VNG1681C	1253095	1252259	Rev
VNG1682C	VNG1682C	1253915	1253091	Rev
VNG1687C	VNG1687C	1257755	1256505	Rev
VNG1748C	VNG1748C	1290629	1289958	Rev
VNG1752C	VNG1752C	1293393	1292965	Rev
VNG1766C	VNG1766C	1308028	1307270	Rev
VNG1769C	VNG1769C	1309908	1309366	Rev
VNG1770C	VNG1770C	1311800	1310190	Rev
VNG1775C	VNG1775C	1315375	1314716	Rev
VNG1781C	VNG1781C	1318960	1317983	Rev
VNG1791C	VNG1791C	1326372	1325659	Rev
VNG1794C	VNG1794C	1329540	1327459	Rev
VNG1833C	VNG1833C	1353444	1352830	Rev
VNG1857C	VNG1857C	1374292	1373054	Rev
VNG1869C	VNG1869C	1382075	1380900	Rev
VNG1886C	VNG1886C	1394925	1394137	Rev
VNG1903C	VNG1903C	1409972	1409289	Rev
VNG1905C	VNG1905C	1412059	1410380	Rev
VNG1938C	VNG1938C	1429657	1428158	Rev
VNG1953C	VNG1953C	1443020	1438932	Rev
VNG1962C	VNG1962C	1448213	1447674	Rev
VNG1994C	VNG1994C	1474272	1473946	Rev
VNG2006C	VNG2006C	1484964	1484377	Rev
VNG2012C	VNG2012C	1488006	1486897	Rev
VNG2037C	VNG2037C	1504212	1502695	Rev
VNG2068C	VNG2068C	1521411	1519501	Rev
VNG2080C	VNG2080C	1528699	1528085	Rev
VNG2099C	VNG2099C	1542730	1542350	Rev
VNG2110C	VNG2110C	1551281	1550022	Rev
VNG2113C	VNG2113C	1553198	1552377	Rev
VNG2116C	VNG2116C	1555311	1553878	Rev
VNG2124C	VNG2124C	1563291	1561546	Rev
VNG2126C	VNG2126C	1564751	1564026	Rev
VNG2128C	VNG2128C	1565765	1564791	Rev
VNG2152C	VNG2152C	1586516	1585869	Rev
VNG2154C	VNG2154C	1588637	1587555	Rev
VNG2156C	VNG2156C	1591382	1589814	Rev
VNG2164C	VNG2164C	1596262	1596092	Rev
VNG2166C	VNG2166C	1598020	1597652	Rev
VNG2168C	VNG2168C	1602230	1601061	Rev
VNG2180C	VNG2180C	1613150	1611984	Rev
VNG2227C	VNG2227C	1658480	1657932	Rev
VNG2231C	VNG2231C	1660737	1659397	Rev
VNG2233C	VNG2233C	1662872	1662180	Rev
VNG2238C	VNG2238C	1666880	1664889	Rev
VNG2239C	VNG2239C	1667825	1666902	Rev
VNG2242C	VNG2242C	1669812	1669330	Rev
VNG2254C	VNG2254C	1677819	1676740	Rev
VNG2264C	VNG2264C	1685562	1684852	Rev
VNG2281C	VNG2281C	1698343	1697363	Rev
VNG2305C	VNG2305C	1718790	1718110	Rev
VNG2334C	VNG2334C	1744771	1740869	Rev
VNG2339C	VNG2339C	1750697	1750281	Rev
VNG2366C	VNG2366C	1772466	1771921	Rev
VNG2370C	VNG2370C	1773830	1773585	Rev
VNG2406C	VNG2406C	1805370	1804705	Rev
VNG2419C	VNG2419C	1815178	1814018	Rev
VNG2431C	VNG2431C	1826666	1826403	Rev
VNG2445C	VNG2445C	1835790	1835161	Rev
VNG2455C	VNG2455C	1840484	1839747	Rev
VNG2456C	VNG2456C	1841052	1840777	Rev
VNG2465C	VNG2465C	1845476	1845015	Rev
VNG2476C	VNG2476C	1855077	1853449	Rev
VNG2501C	VNG2501C	1868285	1867593	Rev
VNG2518C	VNG2518C	1888003	1887203	Rev
VNG2522C	VNG2522C	1890721	1890173	Rev
VNG2543C	VNG2543C	1906926	1906297	Rev
VNG2584C	VNG2584C	1935981	1935691	Rev
VNG2586C	VNG2586C	1937105	1936347	Rev
VNG2587C	VNG2587C	1937918	1937301	Rev
VNG2607C	VNG2607C	1949227	1948562	Rev
VNG2608C	VNG2608C	1950188	1949319	Rev
VNG2615C	VNG2615C	1957133	1955277	Rev
VNG2625C	VNG2625C	1965641	1964487	Rev
VNG2644C	VNG2644C	1981048	1980695	Rev
VNG2646C	VNG2646C	1982431	1981955	Rev
VNG2675C	VNG2675C	2007438	2006923	Rev
VNG0234C	VNG0234C	196665	196291	Rev
VNG0239C	VNG0239C	197512	197198	Rev
VNG0471C	VNG0471C	364476	364279	Rev
VNG1547C	VNG1547C	1154809	1154321	Rev
VNG0013C	VNG0013C	12614	11481	Rev
VNG0026C	VNG0026C	21456	20536	Rev
VNG0035C	VNG0035C	31168	30359	Rev
VNG0214C	VNG0214C	180366	179710	Rev
